Node 1,Node 2,Weight,Count 1,Count 2
"campos, fa","lagarrigue, abr",1,1,1
"castaño, jm","lagarrigue, abr",1,1,1
"lagarrigue, abr","rubin, l",1,1,1
"benitez, se","lagarrigue, abr",1,1,1
"marin, fe","saguier, a",1,1,1
"saguier, a","segalini, a",1,1,1
"campos, fa","saguier, a",1,1,1
"castaño, jm","saguier, a",1,1,1
"rubin, l","saguier, a",1,1,1
"benitez, se","saguier, a",1,1,1
"marin, fe","segalini, a",1,1,1
"campos, fa","marin, fe",1,1,1
"castaño, jm","marin, fe",1,1,1
"marin, fe","rubin, l",1,1,1
"benitez, se","marin, fe",1,1,1
"campos, fa","segalini, a",1,1,1
"castaño, jm","segalini, a",1,1,1
"rubin, l","segalini, a",1,1,1
"benitez, se","segalini, a",1,1,1
"campos, fa","castaño, jm",1,1,1
"campos, fa","rubin, l",1,1,1
"benitez, se","campos, fa",1,1,1
"castaño, jm","rubin, l",1,1,1
"benitez, se","castaño, jm",1,1,1
"benitez, se","rubin, l",1,1,1
"mushtaq, s","veningston, k",1,1,1
"aghaei, s","ansari, f",1,1,1
"kather, jn","truhn, d",2,7,2
"qiao, lb","tian, ky",1,1,1
"liu, bh","tian, ky",1,2,1
"jiang, gqj","tian, ky",1,1,1
"li, ss","tian, ky",1,2,1
"li, ds","tian, ky",1,1,1
"liu, bh","qiao, lb",1,2,1
"jiang, gqj","qiao, lb",1,1,1
"li, ss","qiao, lb",1,2,1
"li, ds","qiao, lb",1,1,1
"jiang, gqj","liu, bh",1,1,2
"li, ss","liu, bh",1,2,2
"li, ds","liu, bh",1,1,2
"jiang, gqj","li, ss",1,1,2
"jiang, gqj","li, ds",1,1,1
"li, ds","li, ss",1,1,2
"dome, l","schlegelmilch, r",1,1,1
"choi, bs","kim, sy",1,1,2
"han, hs","kim, sy",1,1,2
"kim, sy","ro, d",1,2,1
"choi, bs","han, hs",1,1,1
"choi, bs","ro, d",1,1,1
"han, hs","ro, d",1,1,1
"hornback, a","sathu, h",1,1,1
"hornback, a","kim, k",1,1,3
"hornback, a","wang, yf",1,1,14
"hornback, a","zhu, yd",1,1,1
"hornback, a","isgut, m",1,1,1
"avula, p","hornback, a",1,1,1
"hornback, a","khimani, a",1,1,1
"hornback, a","wang, md",1,1,1
"kim, k","sathu, h",1,3,1
"sathu, h","wang, yf",1,1,14
"sathu, h","zhu, yd",1,1,1
"isgut, m","sathu, h",1,1,1
"avula, p","sathu, h",1,1,1
"khimani, a","sathu, h",1,1,1
"sathu, h","wang, md",1,1,1
"kim, k","wang, yf",1,3,14
"kim, k","zhu, yd",1,3,1
"isgut, m","kim, k",1,1,3
"avula, p","kim, k",1,1,3
"khimani, a","kim, k",1,1,3
"kim, k","wang, md",1,3,1
"wang, yf","zhu, yd",1,14,1
"isgut, m","wang, yf",1,1,14
"avula, p","wang, yf",1,1,14
"khimani, a","wang, yf",1,1,14
"wang, md","wang, yf",1,1,14
"isgut, m","zhu, yd",1,1,1
"avula, p","zhu, yd",1,1,1
"khimani, a","zhu, yd",1,1,1
"wang, md","zhu, yd",1,1,1
"avula, p","isgut, m",1,1,1
"isgut, m","khimani, a",1,1,1
"isgut, m","wang, md",1,1,1
"avula, p","khimani, a",1,1,1
"avula, p","wang, md",1,1,1
"khimani, a","wang, md",1,1,1
"musamih, a","yaqoob, i",1,1,1
"musamih, a","salah, k",1,1,1
"jayaraman, r","musamih, a",1,1,1
"musamih, a","omar, m",1,1,1
"salah, k","yaqoob, i",1,1,1
"jayaraman, r","yaqoob, i",1,1,1
"omar, m","yaqoob, i",1,1,1
"jayaraman, r","salah, k",1,1,1
"omar, m","salah, k",1,1,1
"jayaraman, r","omar, m",1,1,1
"qi, zh","teng, s",1,2,2
"ghorbani, h","teng, s",1,1,2
"teng, s","zheng, xy",1,2,2
"minasyan, a","teng, s",1,1,2
"li, w","teng, s",1,10,2
"ge, ys","teng, s",1,1,2
"teng, s","zhang, gd",1,2,2
"ghorbani, h","qi, zh",1,1,2
"qi, zh","zheng, xy",1,2,2
"minasyan, a","qi, zh",1,1,2
"li, w","qi, zh",1,10,2
"ge, ys","qi, zh",1,1,2
"qi, zh","zhang, gd",1,2,2
"ghorbani, h","zheng, xy",1,1,2
"ghorbani, h","minasyan, a",1,1,1
"ghorbani, h","li, w",1,1,10
"ge, ys","ghorbani, h",1,1,1
"ghorbani, h","zhang, gd",1,1,2
"minasyan, a","zheng, xy",1,1,2
"li, w","zheng, xy",1,10,2
"ge, ys","zheng, xy",1,1,2
"zhang, gd","zheng, xy",1,2,2
"li, w","minasyan, a",1,10,1
"ge, ys","minasyan, a",1,1,1
"minasyan, a","zhang, gd",1,1,2
"ge, ys","li, w",1,1,10
"li, w","zhang, gd",1,10,2
"ge, ys","zhang, gd",1,1,2
"koseoglu, nd","liu, tya",1,1,1
"lim, a","shankar, r",1,1,2
"qian, x","shankar, r",1,1,2
"lim, a","qian, x",1,1,1
"cheng, yf","fu, jj",1,1,1
"fu, jj","li, zb",1,1,3
"fu, j","fu, jj",1,1,1
"cheng, yf","li, zb",1,1,3
"cheng, yf","fu, j",1,1,1
"fu, j","li, zb",1,1,3
"abou hajal, a","sakkal, m",1,1,1
"naeim, m","narimani, m",1,1,1
"aghajani, s","naeim, m",1,1,1
"aghajani, s","narimani, m",1,1,1
"oguztüzün, ç","wang, ej",1,1,1
"wang, ej","xu, r",1,1,4
"gao, zx","wang, ej",1,2,1
"oguztüzün, ç","xu, r",1,1,4
"gao, zx","oguztüzün, ç",1,2,1
"gao, zx","xu, r",1,2,4
"adams, lc","tzanis, e",1,1,1
"d'antonoli, ta","tzanis, e",1,4,1
"bressem, kk","tzanis, e",1,1,1
"cuocolo, r","tzanis, e",1,2,1
"kocak, b","tzanis, e",1,2,1
"malamateniou, c","tzanis, e",1,1,1
"klontzas, me","tzanis, e",1,4,1
"adams, lc","d'antonoli, ta",1,1,4
"adams, lc","bressem, kk",1,1,1
"adams, lc","cuocolo, r",1,1,2
"adams, lc","kocak, b",1,1,2
"adams, lc","malamateniou, c",1,1,1
"adams, lc","klontzas, me",1,1,4
"bressem, kk","d'antonoli, ta",1,1,4
"cuocolo, r","d'antonoli, ta",2,2,4
"d'antonoli, ta","kocak, b",2,4,2
"d'antonoli, ta","malamateniou, c",1,4,1
"d'antonoli, ta","klontzas, me",3,4,4
"bressem, kk","cuocolo, r",1,1,2
"bressem, kk","kocak, b",1,1,2
"bressem, kk","malamateniou, c",1,1,1
"bressem, kk","klontzas, me",1,1,4
"cuocolo, r","kocak, b",2,2,2
"cuocolo, r","malamateniou, c",1,2,1
"cuocolo, r","klontzas, me",2,2,4
"kocak, b","malamateniou, c",1,2,1
"klontzas, me","kocak, b",2,4,2
"klontzas, me","malamateniou, c",1,4,1
"cheema, mn","nazir, a",1,1,3
"cheema, mn","harmanci, a",1,1,1
"cheema, mn","harmanci, as",1,1,1
"cheema, mn","cheema, y",1,1,1
"cheema, mn","masood, s",1,1,3
"cheema, mn","khokhar, fa",1,1,1
"harmanci, a","nazir, a",1,1,3
"harmanci, as","nazir, a",1,1,3
"cheema, y","nazir, a",1,1,3
"masood, s","nazir, a",1,3,3
"khokhar, fa","nazir, a",1,1,3
"harmanci, a","harmanci, as",1,1,1
"cheema, y","harmanci, a",1,1,1
"harmanci, a","masood, s",1,1,3
"harmanci, a","khokhar, fa",1,1,1
"cheema, y","harmanci, as",1,1,1
"harmanci, as","masood, s",1,1,3
"harmanci, as","khokhar, fa",1,1,1
"cheema, y","masood, s",1,1,3
"cheema, y","khokhar, fa",1,1,1
"khokhar, fa","masood, s",1,1,3
"ferdowsi, m","moustafa, n",1,1,1
"ferdowsi, m","keshk, m",1,1,1
"ferdowsi, m","turnbull, b",1,1,1
"keshk, m","moustafa, n",1,1,1
"moustafa, n","turnbull, b",1,1,1
"keshk, m","turnbull, b",1,1,1
"amin, su","guizani, m",1,1,1
"amin, su","hossain, ms",1,1,2
"guizani, m","hossain, ms",1,1,2
"jacobs, mmg","oosterhoff, jhf",1,1,1
"agricola, r","jacobs, mmg",1,1,1
"jacobs, mmg","van der weegen, w",1,1,2
"agricola, r","oosterhoff, jhf",1,1,1
"oosterhoff, jhf","van der weegen, w",1,1,2
"agricola, r","van der weegen, w",1,1,2
"beltrani, v","giannini, o",1,1,1
"abouezzeddine, of","beltrani, v",1,2,1
"beltrani, v","gruebler, mr",1,1,1
"beltrani, v","mastroleo, f",1,1,3
"beltrani, v","tersalvi, g",1,1,2
"abouezzeddine, of","giannini, o",1,2,1
"giannini, o","gruebler, mr",1,1,1
"giannini, o","mastroleo, f",1,1,3
"giannini, o","tersalvi, g",1,1,2
"abouezzeddine, of","gruebler, mr",1,2,1
"abouezzeddine, of","mastroleo, f",1,2,3
"abouezzeddine, of","tersalvi, g",2,2,2
"gruebler, mr","mastroleo, f",1,1,3
"gruebler, mr","tersalvi, g",1,1,2
"mastroleo, f","tersalvi, g",1,3,2
"bell, s","prabhakaran, s",1,1,1
"lee, jc","prabhakaran, s",1,1,1
"kong, jch","prabhakaran, s",1,1,1
"bell, s","lee, jc",1,1,1
"bell, s","kong, jch",1,1,1
"kong, jch","lee, jc",1,1,1
"jiang, sy","ren, h",1,2,5
"gao, yc","jiang, sy",1,1,2
"jiang, sy","zhang, yc",1,2,6
"jiang, sy","qi, l",1,2,1
"jiang, sy","xiao, dy",1,2,2
"fan, j","jiang, sy",1,4,2
"jiang, sy","tang, r",1,2,2
"jiang, sy","wang, w",1,2,11
"gao, yc","ren, h",1,1,5
"ren, h","zhang, yc",1,5,6
"qi, l","ren, h",1,1,5
"ren, h","xiao, dy",1,5,2
"fan, j","ren, h",1,4,5
"ren, h","tang, r",1,5,2
"ren, h","wang, w",1,5,11
"gao, yc","zhang, yc",1,1,6
"gao, yc","qi, l",1,1,1
"gao, yc","xiao, dy",1,1,2
"fan, j","gao, yc",1,4,1
"gao, yc","tang, r",1,1,2
"gao, yc","wang, w",1,1,11
"qi, l","zhang, yc",1,1,6
"xiao, dy","zhang, yc",1,2,6
"fan, j","zhang, yc",1,4,6
"tang, r","zhang, yc",1,2,6
"wang, w","zhang, yc",1,11,6
"qi, l","xiao, dy",1,1,2
"fan, j","qi, l",1,4,1
"qi, l","tang, r",1,1,2
"qi, l","wang, w",1,1,11
"fan, j","xiao, dy",1,4,2
"tang, r","xiao, dy",1,2,2
"wang, w","xiao, dy",1,11,2
"fan, j","tang, r",1,4,2
"fan, j","wang, w",1,4,11
"tang, r","wang, w",1,2,11
"chen, rz","tang, wy",1,1,2
"long, x","tang, wy",1,1,2
"tang, wy","yu, dd",1,2,1
"tang, wy","zhao, s",1,2,6
"chen, b","tang, wy",1,5,2
"chen, rz","long, x",1,1,1
"chen, rz","yu, dd",1,1,1
"chen, rz","zhao, s",1,1,6
"chen, b","chen, rz",1,5,1
"long, x","yu, dd",1,1,1
"long, x","zhao, s",1,1,6
"chen, b","long, x",1,5,1
"yu, dd","zhao, s",1,1,6
"chen, b","yu, dd",1,5,1
"chen, b","zhao, s",1,5,6
"chen, h","razaq, wbm",1,16,1
"machado, mr","razaq, wbm",1,2,1
"moreira, jlr","razaq, wbm",1,1,1
"chen, h","machado, mr",1,16,2
"chen, h","moreira, jlr",1,16,1
"machado, mr","moreira, jlr",1,2,1
"chen, x","diao, yq",1,13,1
"diao, yq","huang, zy",1,1,5
"diao, yq","tan, q",1,1,1
"diao, yq","yang, m",1,1,7
"diao, yq","yu, hy",1,1,1
"diao, yq","xu, yw",1,1,3
"diao, yq","hu, x",1,1,7
"chen, x","huang, zy",1,13,5
"chen, x","tan, q",1,13,1
"chen, x","yang, m",1,13,7
"chen, x","yu, hy",1,13,1
"chen, x","xu, yw",1,13,3
"chen, x","hu, x",1,13,7
"huang, zy","tan, q",1,5,1
"huang, zy","yang, m",1,5,7
"huang, zy","yu, hy",1,5,1
"huang, zy","xu, yw",1,5,3
"hu, x","huang, zy",1,7,5
"tan, q","yang, m",1,1,7
"tan, q","yu, hy",1,1,1
"tan, q","xu, yw",1,1,3
"hu, x","tan, q",1,7,1
"yang, m","yu, hy",1,7,1
"xu, yw","yang, m",1,3,7
"hu, x","yang, m",1,7,7
"xu, yw","yu, hy",1,3,1
"hu, x","yu, hy",1,7,1
"hu, x","xu, yw",1,7,3
"guo, yt","yang, c",1,1,8
"giangan, a","he, yx",1,1,4
"he, yx","vu, n",1,4,1
"he, yx","watters, c",1,4,1
"giangan, a","vu, n",1,1,1
"giangan, a","watters, c",1,1,1
"vu, n","watters, c",1,1,1
"wang, hy","yiu, t",1,8,1
"chen, b","wang, hy",1,5,8
"li, sj","wang, hy",2,9,8
"feng, gy","wang, hy",1,1,8
"fu, qq","wang, hy",1,1,8
"wang, hy","wang, y",1,8,41
"chen, b","yiu, t",1,5,1
"li, sj","yiu, t",1,9,1
"feng, gy","yiu, t",1,1,1
"fu, qq","yiu, t",1,1,1
"wang, y","yiu, t",1,41,1
"chen, b","li, sj",1,5,9
"chen, b","feng, gy",1,5,1
"chen, b","fu, qq",1,5,1
"chen, b","wang, y",1,5,41
"feng, gy","li, sj",1,1,9
"fu, qq","li, sj",1,1,9
"li, sj","wang, y",1,9,41
"feng, gy","fu, qq",1,1,1
"feng, gy","wang, y",1,1,41
"fu, qq","wang, y",1,1,41
"bernal-córdoba, c","valldecabres, a",1,1,1
"bernal-córdoba, c","borona-valencia, m",1,1,1
"bernal-córdoba, c","canales-muñoz, o",1,1,1
"bernal-córdoba, c","silva-del-río, n",1,1,1
"borona-valencia, m","valldecabres, a",1,1,1
"canales-muñoz, o","valldecabres, a",1,1,1
"silva-del-río, n","valldecabres, a",1,1,1
"borona-valencia, m","canales-muñoz, o",1,1,1
"borona-valencia, m","silva-del-río, n",1,1,1
"canales-muñoz, o","silva-del-río, n",1,1,1
"dip, sa","mallick, d",1,1,1
"dip, sa","shuvo, ua",1,1,1
"dip, sa","soumma, sb",1,1,2
"dip, sa","rafsani, f",1,1,1
"dip, sa","paul, bk",1,1,1
"dip, sa","moumi, na",1,1,1
"ahmed, s","dip, sa",1,8,1
"dip, sa","zhang, lq",1,1,3
"mallick, d","shuvo, ua",1,1,1
"mallick, d","soumma, sb",1,1,2
"mallick, d","rafsani, f",1,1,1
"mallick, d","paul, bk",1,1,1
"mallick, d","moumi, na",1,1,1
"ahmed, s","mallick, d",1,8,1
"mallick, d","zhang, lq",1,1,3
"shuvo, ua","soumma, sb",1,1,2
"rafsani, f","shuvo, ua",1,1,1
"paul, bk","shuvo, ua",1,1,1
"moumi, na","shuvo, ua",1,1,1
"ahmed, s","shuvo, ua",1,8,1
"shuvo, ua","zhang, lq",1,1,3
"rafsani, f","soumma, sb",1,1,2
"paul, bk","soumma, sb",1,1,2
"moumi, na","soumma, sb",1,1,2
"ahmed, s","soumma, sb",1,8,2
"soumma, sb","zhang, lq",1,2,3
"paul, bk","rafsani, f",1,1,1
"moumi, na","rafsani, f",1,1,1
"ahmed, s","rafsani, f",1,8,1
"rafsani, f","zhang, lq",1,1,3
"moumi, na","paul, bk",1,1,1
"ahmed, s","paul, bk",1,8,1
"paul, bk","zhang, lq",1,1,3
"ahmed, s","moumi, na",1,8,1
"moumi, na","zhang, lq",1,1,3
"ahmed, s","zhang, lq",1,8,3
"li, hz","naidu, su",1,1,1
"moon, jt","naidu, su",1,1,1
"kim, r","naidu, su",1,1,1
"naidu, su","patel, e",1,1,1
"bercu, zl","naidu, su",1,1,1
"naidu, su","newsome, j",1,1,2
"gichoya, jw","naidu, su",1,2,1
"naidu, su","trivedi, h",1,1,2
"li, hz","moon, jt",1,1,1
"kim, r","li, hz",1,1,1
"li, hz","patel, e",1,1,1
"bercu, zl","li, hz",1,1,1
"li, hz","newsome, j",1,1,2
"gichoya, jw","li, hz",1,2,1
"li, hz","trivedi, h",1,1,2
"kim, r","moon, jt",1,1,1
"moon, jt","patel, e",1,1,1
"bercu, zl","moon, jt",1,1,1
"moon, jt","newsome, j",1,1,2
"gichoya, jw","moon, jt",1,2,1
"moon, jt","trivedi, h",1,1,2
"kim, r","patel, e",1,1,1
"bercu, zl","kim, r",1,1,1
"kim, r","newsome, j",1,1,2
"gichoya, jw","kim, r",1,2,1
"kim, r","trivedi, h",1,1,2
"bercu, zl","patel, e",1,1,1
"newsome, j","patel, e",1,2,1
"gichoya, jw","patel, e",1,2,1
"patel, e","trivedi, h",1,1,2
"bercu, zl","newsome, j",1,1,2
"bercu, zl","gichoya, jw",1,1,2
"bercu, zl","trivedi, h",1,1,2
"gichoya, jw","newsome, j",2,2,2
"newsome, j","trivedi, h",2,2,2
"gichoya, jw","trivedi, h",2,2,2
"duin, jj","johnson, jt",1,1,1
"johnson, jt","kuiper, t",1,1,1
"drewes, ym","johnson, jt",1,1,1
"gussekloo, j","johnson, jt",1,1,1
"johnson, jt","van den bos, f",1,1,1
"johnson, jt","lefebvre, aejl",1,1,1
"johnson, jt","spruit, m",1,1,1
"johnson, jt","van dijk, b",1,1,1
"johnson, jt","mooijaart, sp",1,1,1
"duin, jj","kuiper, t",1,1,1
"drewes, ym","duin, jj",1,1,1
"duin, jj","gussekloo, j",1,1,1
"duin, jj","van den bos, f",1,1,1
"duin, jj","lefebvre, aejl",1,1,1
"duin, jj","spruit, m",1,1,1
"duin, jj","van dijk, b",1,1,1
"duin, jj","mooijaart, sp",1,1,1
"drewes, ym","kuiper, t",1,1,1
"gussekloo, j","kuiper, t",1,1,1
"kuiper, t","van den bos, f",1,1,1
"kuiper, t","lefebvre, aejl",1,1,1
"kuiper, t","spruit, m",1,1,1
"kuiper, t","van dijk, b",1,1,1
"kuiper, t","mooijaart, sp",1,1,1
"drewes, ym","gussekloo, j",1,1,1
"drewes, ym","van den bos, f",1,1,1
"drewes, ym","lefebvre, aejl",1,1,1
"drewes, ym","spruit, m",1,1,1
"drewes, ym","van dijk, b",1,1,1
"drewes, ym","mooijaart, sp",1,1,1
"gussekloo, j","van den bos, f",1,1,1
"gussekloo, j","lefebvre, aejl",1,1,1
"gussekloo, j","spruit, m",1,1,1
"gussekloo, j","van dijk, b",1,1,1
"gussekloo, j","mooijaart, sp",1,1,1
"lefebvre, aejl","van den bos, f",1,1,1
"spruit, m","van den bos, f",1,1,1
"van den bos, f","van dijk, b",1,1,1
"mooijaart, sp","van den bos, f",1,1,1
"lefebvre, aejl","spruit, m",1,1,1
"lefebvre, aejl","van dijk, b",1,1,1
"lefebvre, aejl","mooijaart, sp",1,1,1
"spruit, m","van dijk, b",1,1,1
"mooijaart, sp","spruit, m",1,1,1
"mooijaart, sp","van dijk, b",1,1,1
"hani, a","tagougui, n",1,1,1
"hani, a","kherallah, m",1,1,1
"kherallah, m","tagougui, n",1,1,1
"alkabazi, m","hassanein, fea",1,1,1
"hassanein, fea","tassoker, m",1,1,2
"ahmed, y","hassanein, fea",1,1,1
"alsaeed, s","hassanein, fea",1,1,1
"abou-bakr, a","hassanein, fea",1,1,1
"alkabazi, m","tassoker, m",1,1,2
"ahmed, y","alkabazi, m",1,1,1
"alkabazi, m","alsaeed, s",1,1,1
"abou-bakr, a","alkabazi, m",1,1,1
"ahmed, y","tassoker, m",1,1,2
"alsaeed, s","tassoker, m",1,1,2
"abou-bakr, a","tassoker, m",1,1,2
"ahmed, y","alsaeed, s",1,1,1
"abou-bakr, a","ahmed, y",1,1,1
"abou-bakr, a","alsaeed, s",1,1,1
"shin, h","you, j",1,2,2
"ben ameur, n","chaieb, m",1,1,1
"boulila, w","chaieb, m",1,1,1
"ben ameur, n","boulila, w",1,1,1
"lindebaum, d","nolan, e",1,1,1
"lindebaum, d","swart, j",1,1,1
"nolan, e","swart, j",1,1,1
"canes, d","kinachtchouk, n",1,1,1
"kim, s","zhou, yl",1,10,1
"guo, yw","kim, s",1,2,10
"kim, s","xiao, cr",1,10,1
"kim, s","zheng, k",1,10,4
"guo, yw","zhou, yl",1,2,1
"xiao, cr","zhou, yl",1,1,1
"zheng, k","zhou, yl",1,4,1
"guo, yw","xiao, cr",1,2,1
"guo, yw","zheng, k",1,2,4
"xiao, cr","zheng, k",1,1,4
"al-ajlouni, ya","njei, b",1,1,1
"ajayi, a","njei, b",1,1,1
"njei, b","shahin, f",1,1,1
"al ta'ani, o","njei, b",1,1,1
"boateng, s","njei, b",1,1,1
"ketwaroo, g","njei, b",1,1,1
"njei, b","protiva, p",1,1,1
"ajayi, a","al-ajlouni, ya",1,1,1
"al-ajlouni, ya","shahin, f",1,1,1
"al ta'ani, o","al-ajlouni, ya",1,1,1
"al-ajlouni, ya","boateng, s",1,1,1
"al-ajlouni, ya","ketwaroo, g",1,1,1
"al-ajlouni, ya","protiva, p",1,1,1
"ajayi, a","shahin, f",1,1,1
"ajayi, a","al ta'ani, o",1,1,1
"ajayi, a","boateng, s",1,1,1
"ajayi, a","ketwaroo, g",1,1,1
"ajayi, a","protiva, p",1,1,1
"al ta'ani, o","shahin, f",1,1,1
"boateng, s","shahin, f",1,1,1
"ketwaroo, g","shahin, f",1,1,1
"protiva, p","shahin, f",1,1,1
"al ta'ani, o","boateng, s",1,1,1
"al ta'ani, o","ketwaroo, g",1,1,1
"al ta'ani, o","protiva, p",1,1,1
"boateng, s","ketwaroo, g",1,1,1
"boateng, s","protiva, p",1,1,1
"ketwaroo, g","protiva, p",1,1,1
"chang, y","hsieh, mh",1,1,1
"chang, y","ju, pc",1,1,1
"chang, y","liu, yc",1,1,3
"chang, cc","chang, y",1,1,1
"hsieh, mh","ju, pc",1,1,1
"hsieh, mh","liu, yc",1,1,3
"chang, cc","hsieh, mh",1,1,1
"ju, pc","liu, yc",1,1,3
"chang, cc","ju, pc",1,1,1
"chang, cc","liu, yc",1,1,3
"kunapinun, a","suthakorn, j",1,1,1
"kunapinun, a","sivaraman, d",1,1,1
"kunapinun, a","songsaeng, d",1,1,1
"sivaraman, d","suthakorn, j",1,1,1
"songsaeng, d","suthakorn, j",1,1,1
"sivaraman, d","songsaeng, d",1,1,1
"denham, dt","wang, cy",1,1,4
"denham, dt","maric, e",1,1,1
"denham, dt","hinton, lr",1,1,1
"denham, dt","heniford, bt",1,1,1
"maric, e","wang, cy",1,1,4
"hinton, lr","wang, cy",1,1,4
"heniford, bt","wang, cy",1,1,4
"hinton, lr","maric, e",1,1,1
"heniford, bt","maric, e",1,1,1
"heniford, bt","hinton, lr",1,1,1
"benhabib, b","lisondra, m",1,1,1
"lisondra, m","nejat, g",1,1,1
"benhabib, b","nejat, g",1,1,1
"kalogeropoulos, c","theofilatos, k",1,1,2
"kalogeropoulos, c","mavroudi, s",1,1,2
"mavroudi, s","theofilatos, k",2,2,2
"he, jd","wu, jl",1,1,4
"ni, qy","wu, jl",1,1,4
"li, z","wu, jl",1,9,4
"lin, xs","wu, jl",1,1,4
"wu, jl","zhao, zk",1,4,1
"qiu, l","wu, jl",1,1,4
"wang, hy","wu, jl",1,8,4
"li, sj","wu, jl",1,9,4
"shi, cd","wu, jl",1,1,4
"wu, jl","zhang, yy",1,4,11
"gao, hl","wu, jl",1,1,4
"lu, j","wu, jl",1,9,4
"he, jd","ni, qy",1,1,1
"he, jd","li, z",1,1,9
"he, jd","lin, xs",1,1,1
"he, jd","zhao, zk",1,1,1
"he, jd","qiu, l",1,1,1
"he, jd","wang, hy",1,1,8
"he, jd","li, sj",1,1,9
"he, jd","shi, cd",1,1,1
"he, jd","zhang, yy",1,1,11
"gao, hl","he, jd",1,1,1
"he, jd","lu, j",1,1,9
"li, z","ni, qy",1,9,1
"lin, xs","ni, qy",1,1,1
"ni, qy","zhao, zk",1,1,1
"ni, qy","qiu, l",1,1,1
"ni, qy","wang, hy",1,1,8
"li, sj","ni, qy",1,9,1
"ni, qy","shi, cd",1,1,1
"ni, qy","zhang, yy",1,1,11
"gao, hl","ni, qy",1,1,1
"lu, j","ni, qy",1,9,1
"li, z","lin, xs",1,9,1
"li, z","zhao, zk",1,9,1
"li, z","qiu, l",1,9,1
"li, z","wang, hy",1,9,8
"li, sj","li, z",1,9,9
"li, z","shi, cd",1,9,1
"li, z","zhang, yy",1,9,11
"gao, hl","li, z",1,1,9
"li, z","lu, j",1,9,9
"lin, xs","zhao, zk",1,1,1
"lin, xs","qiu, l",1,1,1
"lin, xs","wang, hy",1,1,8
"li, sj","lin, xs",1,9,1
"lin, xs","shi, cd",1,1,1
"lin, xs","zhang, yy",1,1,11
"gao, hl","lin, xs",1,1,1
"lin, xs","lu, j",1,1,9
"qiu, l","zhao, zk",1,1,1
"wang, hy","zhao, zk",1,8,1
"li, sj","zhao, zk",1,9,1
"shi, cd","zhao, zk",1,1,1
"zhang, yy","zhao, zk",1,11,1
"gao, hl","zhao, zk",1,1,1
"lu, j","zhao, zk",1,9,1
"qiu, l","wang, hy",1,1,8
"li, sj","qiu, l",1,9,1
"qiu, l","shi, cd",1,1,1
"qiu, l","zhang, yy",1,1,11
"gao, hl","qiu, l",1,1,1
"lu, j","qiu, l",1,9,1
"shi, cd","wang, hy",1,1,8
"wang, hy","zhang, yy",1,8,11
"gao, hl","wang, hy",1,1,8
"lu, j","wang, hy",1,9,8
"li, sj","shi, cd",1,9,1
"li, sj","zhang, yy",1,9,11
"gao, hl","li, sj",1,1,9
"li, sj","lu, j",1,9,9
"shi, cd","zhang, yy",1,1,11
"gao, hl","shi, cd",1,1,1
"lu, j","shi, cd",1,9,1
"gao, hl","zhang, yy",1,1,11
"gao, hl","lu, j",1,1,9
"ahmadi, n","cao, qy",1,1,2
"ahmadi, n","humphrey, jd",1,1,1
"ahmadi, n","karniadakis, ge",1,1,1
"cao, qy","humphrey, jd",1,2,1
"cao, qy","karniadakis, ge",1,2,1
"humphrey, jd","karniadakis, ge",1,1,1
"hussain, y","zaheer, ma",1,1,1
"hussain, y","khan, am",1,1,2
"hussain, y","malik, as",1,1,1
"khan, am","zaheer, ma",1,2,1
"malik, as","zaheer, ma",1,1,1
"khan, am","malik, as",1,2,1
"okesanya, oj","oso, ta",3,3,3
"hassan, mm","okesanya, oj",1,2,3
"adebayo, uo","okesanya, oj",2,2,3
"okesanya, oj","vandy, a",1,3,1
"okesanya, oj","othman, zk",2,3,2
"ali, i","okesanya, oj",1,1,3
"ahmed, mm","okesanya, oj",3,4,3
"musa, ss","okesanya, oj",2,3,3
"eshun, g","okesanya, oj",2,2,3
"lucero-prisno, de iii","okesanya, oj",3,3,3
"hassan, mm","oso, ta",1,2,3
"adebayo, uo","oso, ta",2,2,3
"oso, ta","vandy, a",1,3,1
"oso, ta","othman, zk",2,3,2
"ali, i","oso, ta",1,1,3
"ahmed, mm","oso, ta",3,4,3
"musa, ss","oso, ta",2,3,3
"eshun, g","oso, ta",2,2,3
"lucero-prisno, de iii","oso, ta",3,3,3
"adebayo, uo","hassan, mm",1,2,2
"hassan, mm","vandy, a",1,2,1
"hassan, mm","othman, zk",1,2,2
"ali, i","hassan, mm",1,1,2
"ahmed, mm","hassan, mm",1,4,2
"hassan, mm","musa, ss",1,2,3
"eshun, g","hassan, mm",1,2,2
"hassan, mm","lucero-prisno, de iii",1,2,3
"adebayo, uo","vandy, a",1,2,1
"adebayo, uo","othman, zk",2,2,2
"adebayo, uo","ali, i",1,2,1
"adebayo, uo","ahmed, mm",2,2,4
"adebayo, uo","musa, ss",1,2,3
"adebayo, uo","eshun, g",1,2,2
"adebayo, uo","lucero-prisno, de iii",2,2,3
"othman, zk","vandy, a",1,2,1
"ali, i","vandy, a",1,1,1
"ahmed, mm","vandy, a",1,4,1
"musa, ss","vandy, a",1,3,1
"eshun, g","vandy, a",1,2,1
"lucero-prisno, de iii","vandy, a",1,3,1
"ali, i","othman, zk",1,1,2
"ahmed, mm","othman, zk",2,4,2
"musa, ss","othman, zk",1,3,2
"eshun, g","othman, zk",1,2,2
"lucero-prisno, de iii","othman, zk",2,3,2
