Node 1,Node 2,Weight,Count 1,Count 2
"gong, h","tan, wc",1,1,1
"gong, h","zhang, cq",1,1,1
"gong, h","lou, jz",1,1,2
"gong, h","tan, yh",1,1,1
"deng, lh","gong, h",1,1,1
"gong, h","long, m",1,1,1
"gong, h","qi, yx",1,1,4
"chen, wy","gong, h",1,3,1
"gong, h","xu, f",1,1,5
"fan, yb","gong, h",1,1,1
"gong, h","song, f",1,1,1
"lin, xl","shao, yf",1,2,2
"shao, yf","wang, x",1,2,25
"qian, xq","shao, yf",1,1,2
"shao, yf","song, j",1,2,6
"jiang, yr","shao, yf",1,2,2
"chen, h","shao, yf",1,16,2
"che, b","shao, yf",1,1,2
"lu, dy","shao, yf",1,1,2
"du, y","shao, yf",1,4,2
"feng, f","shao, yf",1,1,2
"liu, yl","shao, yf",1,4,2
"li, y","shao, yf",1,41,2
"luo, my","shao, yf",1,1,2
"du, rt","shao, yf",1,1,2
"shao, yf","zhang, cy",1,2,7
"hu, gs","shao, yf",1,1,2
"ma, yf","shao, yf",1,1,2
"shao, yf","wang, st",1,2,1
"shao, yf","yang, r",1,2,3
"pu, f","shao, yf",1,2,2
"shao, yf","xiang, bj",1,2,2
"shao, yf","zhang, m",2,2,9
"shao, yf","shi, xh",1,2,1
"shao, yf","wang, lz",1,2,4
"li, b","shao, yf",1,7,2
"kracun, d","shao, yf",1,1,2
"chen, q","shao, yf",1,11,2
"elsheikh, a","shao, yf",1,2,2
"liu, zj","shao, yf",1,3,2
"liu, by","shao, yf",1,3,2
"shao, yf","zhao, cr",1,2,1
"lu, yg","shao, yf",1,1,2
"shao, yf","zeng, z",1,2,1
"li, zy","shao, yf",1,11,2
"liu, yy","shao, yf",1,7,2
"shao, yf","wang, gx",1,2,3
"shao, yf","tan, wc",1,2,1
"shao, yf","zhang, cq",1,2,1
"lou, jz","shao, yf",1,2,2
"shao, yf","tan, yh",1,2,1
"deng, lh","shao, yf",1,1,2
"long, m","shao, yf",1,1,2
"qi, yx","shao, yf",1,4,2
"chen, wy","shao, yf",1,3,2
"shao, yf","xu, f",1,2,5
"fan, yb","shao, yf",1,1,2
"shao, yf","song, f",1,2,1
"lin, xl","wang, x",1,2,25
"lin, xl","qian, xq",1,2,1
"lin, xl","song, j",1,2,6
"jiang, yr","lin, xl",1,2,2
"chen, h","lin, xl",1,16,2
"che, b","lin, xl",1,1,2
"lin, xl","lu, dy",1,2,1
"du, y","lin, xl",1,4,2
"feng, f","lin, xl",1,1,2
"lin, xl","liu, yl",1,2,4
"li, y","lin, xl",1,41,2
"lin, xl","luo, my",1,2,1
"du, rt","lin, xl",1,1,2
"lin, xl","zhang, cy",1,2,7
"hu, gs","lin, xl",1,1,2
"lin, xl","ma, yf",1,2,1
"lin, xl","wang, st",1,2,1
"lin, xl","yang, r",1,2,3
"lin, xl","pu, f",1,2,2
"lin, xl","xiang, bj",1,2,2
"lin, xl","zhang, m",2,2,9
"lin, xl","shi, xh",1,2,1
"lin, xl","wang, lz",1,2,4
"li, b","lin, xl",1,7,2
"kracun, d","lin, xl",1,1,2
"chen, q","lin, xl",1,11,2
"elsheikh, a","lin, xl",1,2,2
"lin, xl","liu, zj",1,2,3
"lin, xl","liu, by",1,2,3
"lin, xl","zhao, cr",1,2,1
"lin, xl","lu, yg",1,2,1
"lin, xl","zeng, z",1,2,1
"li, zy","lin, xl",1,11,2
"lin, xl","liu, yy",1,2,7
"lin, xl","wang, gx",1,2,3
"lin, xl","tan, wc",1,2,1
"lin, xl","zhang, cq",1,2,1
"lin, xl","lou, jz",1,2,2
"lin, xl","tan, yh",1,2,1
"deng, lh","lin, xl",1,1,2
"lin, xl","long, m",1,2,1
"lin, xl","qi, yx",1,2,4
"chen, wy","lin, xl",1,3,2
"lin, xl","xu, f",1,2,5
"fan, yb","lin, xl",1,1,2
"lin, xl","song, f",1,2,1
"qian, xq","wang, x",1,1,25
"song, j","wang, x",1,6,25
"jiang, yr","wang, x",1,2,25
"chen, h","wang, x",1,16,25
"che, b","wang, x",1,1,25
"lu, dy","wang, x",1,1,25
"du, y","wang, x",1,4,25
"feng, f","wang, x",1,1,25
"liu, yl","wang, x",1,4,25
"li, y","wang, x",2,41,25
"luo, my","wang, x",1,1,25
"du, rt","wang, x",1,1,25
"wang, x","zhang, cy",1,25,7
"hu, gs","wang, x",1,1,25
"ma, yf","wang, x",1,1,25
"wang, st","wang, x",1,1,25
"wang, x","yang, r",1,25,3
"pu, f","wang, x",1,2,25
"wang, x","xiang, bj",1,25,2
"wang, x","zhang, m",2,25,9
"shi, xh","wang, x",1,1,25
"wang, lz","wang, x",1,4,25
"li, b","wang, x",1,7,25
"kracun, d","wang, x",1,1,25
"chen, q","wang, x",1,11,25
"elsheikh, a","wang, x",1,2,25
"liu, zj","wang, x",1,3,25
"liu, by","wang, x",1,3,25
"wang, x","zhao, cr",1,25,1
"lu, yg","wang, x",1,1,25
"wang, x","zeng, z",1,25,1
"liu, yy","wang, x",2,7,25
"wang, gx","wang, x",1,3,25
"tan, wc","wang, x",1,1,25
"wang, x","zhang, cq",1,25,1
"lou, jz","wang, x",1,2,25
"tan, yh","wang, x",1,1,25
"deng, lh","wang, x",1,1,25
"long, m","wang, x",1,1,25
"qi, yx","wang, x",1,4,25
"chen, wy","wang, x",1,3,25
"wang, x","xu, f",1,25,5
"fan, yb","wang, x",1,1,25
"song, f","wang, x",1,1,25
"qian, xq","song, j",1,1,6
"jiang, yr","qian, xq",1,2,1
"chen, h","qian, xq",1,16,1
"che, b","qian, xq",1,1,1
"lu, dy","qian, xq",1,1,1
"du, y","qian, xq",1,4,1
"feng, f","qian, xq",1,1,1
"liu, yl","qian, xq",1,4,1
"li, y","qian, xq",1,41,1
"luo, my","qian, xq",1,1,1
"du, rt","qian, xq",1,1,1
"qian, xq","zhang, cy",1,1,7
"hu, gs","qian, xq",1,1,1
"ma, yf","qian, xq",1,1,1
"qian, xq","wang, st",1,1,1
"qian, xq","yang, r",1,1,3
"pu, f","qian, xq",1,2,1
"qian, xq","xiang, bj",1,1,2
"qian, xq","zhang, m",2,1,9
"qian, xq","shi, xh",1,1,1
"qian, xq","wang, lz",1,1,4
"li, b","qian, xq",1,7,1
"kracun, d","qian, xq",1,1,1
"chen, q","qian, xq",1,11,1
"elsheikh, a","qian, xq",1,2,1
"liu, zj","qian, xq",1,3,1
"liu, by","qian, xq",1,3,1
"qian, xq","zhao, cr",1,1,1
"lu, yg","qian, xq",1,1,1
"qian, xq","zeng, z",1,1,1
"li, zy","qian, xq",1,11,1
"liu, yy","qian, xq",1,7,1
"qian, xq","wang, gx",1,1,3
"qian, xq","tan, wc",1,1,1
"qian, xq","zhang, cq",1,1,1
"lou, jz","qian, xq",1,2,1
"qian, xq","tan, yh",1,1,1
"deng, lh","qian, xq",1,1,1
"long, m","qian, xq",1,1,1
"qi, yx","qian, xq",1,4,1
"chen, wy","qian, xq",1,3,1
"qian, xq","xu, f",1,1,5
"fan, yb","qian, xq",1,1,1
"qian, xq","song, f",1,1,1
"jiang, yr","song, j",1,2,6
"chen, h","song, j",1,16,6
"che, b","song, j",1,1,6
"lu, dy","song, j",1,1,6
"du, y","song, j",1,4,6
"feng, f","song, j",1,1,6
"liu, yl","song, j",1,4,6
"li, y","song, j",1,41,6
"luo, my","song, j",1,1,6
"du, rt","song, j",1,1,6
"song, j","zhang, cy",1,6,7
"hu, gs","song, j",1,1,6
"ma, yf","song, j",1,1,6
"song, j","wang, st",1,6,1
"song, j","yang, r",1,6,3
"pu, f","song, j",1,2,6
"song, j","xiang, bj",1,6,2
"song, j","zhang, m",2,6,9
"shi, xh","song, j",1,1,6
"song, j","wang, lz",1,6,4
"li, b","song, j",1,7,6
"kracun, d","song, j",1,1,6
"chen, q","song, j",1,11,6
"elsheikh, a","song, j",1,2,6
"liu, zj","song, j",1,3,6
"liu, by","song, j",1,3,6
"song, j","zhao, cr",1,6,1
"lu, yg","song, j",1,1,6
"song, j","zeng, z",1,6,1
"li, zy","song, j",1,11,6
"liu, yy","song, j",1,7,6
"song, j","wang, gx",1,6,3
"song, j","tan, wc",1,6,1
"song, j","zhang, cq",1,6,1
"lou, jz","song, j",1,2,6
"song, j","tan, yh",1,6,1
"deng, lh","song, j",1,1,6
"long, m","song, j",1,1,6
"qi, yx","song, j",1,4,6
"chen, wy","song, j",1,3,6
"song, j","xu, f",1,6,5
"fan, yb","song, j",1,1,6
"song, f","song, j",1,1,6
"chen, h","jiang, yr",1,16,2
"che, b","jiang, yr",1,1,2
"jiang, yr","lu, dy",1,2,1
"du, y","jiang, yr",1,4,2
"feng, f","jiang, yr",1,1,2
"jiang, yr","liu, yl",1,2,4
"jiang, yr","li, y",1,2,41
"jiang, yr","luo, my",1,2,1
"du, rt","jiang, yr",1,1,2
"jiang, yr","zhang, cy",1,2,7
"hu, gs","jiang, yr",1,1,2
"jiang, yr","ma, yf",1,2,1
"jiang, yr","wang, st",1,2,1
"jiang, yr","yang, r",1,2,3
"jiang, yr","pu, f",1,2,2
"jiang, yr","xiang, bj",1,2,2
"jiang, yr","zhang, m",2,2,9
"jiang, yr","shi, xh",1,2,1
"jiang, yr","wang, lz",1,2,4
"jiang, yr","li, b",1,2,7
"jiang, yr","kracun, d",1,2,1
"chen, q","jiang, yr",1,11,2
"elsheikh, a","jiang, yr",1,2,2
"jiang, yr","liu, zj",1,2,3
"jiang, yr","liu, by",1,2,3
"jiang, yr","zhao, cr",1,2,1
"jiang, yr","lu, yg",1,2,1
"jiang, yr","zeng, z",1,2,1
"jiang, yr","li, zy",1,2,11
"jiang, yr","liu, yy",1,2,7
"jiang, yr","wang, gx",1,2,3
"jiang, yr","tan, wc",1,2,1
"jiang, yr","zhang, cq",1,2,1
"jiang, yr","lou, jz",1,2,2
"jiang, yr","tan, yh",1,2,1
"deng, lh","jiang, yr",1,1,2
"jiang, yr","long, m",1,2,1
"jiang, yr","qi, yx",1,2,4
"chen, wy","jiang, yr",1,3,2
"jiang, yr","xu, f",1,2,5
"fan, yb","jiang, yr",1,1,2
"jiang, yr","song, f",1,2,1
"che, b","chen, h",1,1,16
"chen, h","lu, dy",1,16,1
"chen, h","du, y",1,16,4
"chen, h","feng, f",1,16,1
"chen, h","liu, yl",1,16,4
"chen, h","li, y",1,16,41
"chen, h","luo, my",1,16,1
"chen, h","du, rt",1,16,1
"chen, h","zhang, cy",1,16,7
"chen, h","hu, gs",1,16,1
"chen, h","ma, yf",1,16,1
"chen, h","wang, st",1,16,1
"chen, h","yang, r",1,16,3
"chen, h","pu, f",1,16,2
"chen, h","xiang, bj",1,16,2
"chen, h","zhang, m",2,16,9
"chen, h","shi, xh",1,16,1
"chen, h","wang, lz",1,16,4
"chen, h","li, b",1,16,7
"chen, h","kracun, d",1,16,1
"chen, h","chen, q",1,16,11
"chen, h","elsheikh, a",1,16,2
"chen, h","liu, zj",1,16,3
"chen, h","liu, by",1,16,3
"chen, h","zhao, cr",1,16,1
"chen, h","lu, yg",1,16,1
"chen, h","zeng, z",1,16,1
"chen, h","li, zy",1,16,11
"chen, h","liu, yy",1,16,7
"chen, h","wang, gx",1,16,3
"chen, h","tan, wc",1,16,1
"chen, h","zhang, cq",1,16,1
"chen, h","lou, jz",1,16,2
"chen, h","tan, yh",1,16,1
"chen, h","deng, lh",1,16,1
"chen, h","long, m",1,16,1
"chen, h","qi, yx",1,16,4
"chen, h","chen, wy",1,16,3
"chen, h","xu, f",1,16,5
"chen, h","fan, yb",1,16,1
"chen, h","song, f",1,16,1
"che, b","lu, dy",1,1,1
"che, b","du, y",1,1,4
"che, b","feng, f",1,1,1
"che, b","liu, yl",1,1,4
"che, b","li, y",1,1,41
"che, b","luo, my",1,1,1
"che, b","du, rt",1,1,1
"che, b","zhang, cy",1,1,7
"che, b","hu, gs",1,1,1
"che, b","ma, yf",1,1,1
"che, b","wang, st",1,1,1
"che, b","yang, r",1,1,3
"che, b","pu, f",1,1,2
"che, b","xiang, bj",1,1,2
"che, b","zhang, m",2,1,9
"che, b","shi, xh",1,1,1
"che, b","wang, lz",1,1,4
"che, b","li, b",1,1,7
"che, b","kracun, d",1,1,1
"che, b","chen, q",1,1,11
"che, b","elsheikh, a",1,1,2
"che, b","liu, zj",1,1,3
"che, b","liu, by",1,1,3
"che, b","zhao, cr",1,1,1
"che, b","lu, yg",1,1,1
"che, b","zeng, z",1,1,1
"che, b","li, zy",1,1,11
"che, b","liu, yy",1,1,7
"che, b","wang, gx",1,1,3
"che, b","tan, wc",1,1,1
"che, b","zhang, cq",1,1,1
"che, b","lou, jz",1,1,2
"che, b","tan, yh",1,1,1
"che, b","deng, lh",1,1,1
"che, b","long, m",1,1,1
"che, b","qi, yx",1,1,4
"che, b","chen, wy",1,1,3
"che, b","xu, f",1,1,5
"che, b","fan, yb",1,1,1
"che, b","song, f",1,1,1
"du, y","lu, dy",1,4,1
"feng, f","lu, dy",1,1,1
"liu, yl","lu, dy",1,4,1
"li, y","lu, dy",1,41,1
"lu, dy","luo, my",1,1,1
"du, rt","lu, dy",1,1,1
"lu, dy","zhang, cy",1,1,7
"hu, gs","lu, dy",1,1,1
"lu, dy","ma, yf",1,1,1
"lu, dy","wang, st",1,1,1
"lu, dy","yang, r",1,1,3
"lu, dy","pu, f",1,1,2
"lu, dy","xiang, bj",1,1,2
"lu, dy","zhang, m",2,1,9
"lu, dy","shi, xh",1,1,1
"lu, dy","wang, lz",1,1,4
"li, b","lu, dy",1,7,1
"kracun, d","lu, dy",1,1,1
"chen, q","lu, dy",1,11,1
"elsheikh, a","lu, dy",1,2,1
"liu, zj","lu, dy",1,3,1
"liu, by","lu, dy",1,3,1
"lu, dy","zhao, cr",1,1,1
"lu, dy","lu, yg",1,1,1
"lu, dy","zeng, z",1,1,1
"li, zy","lu, dy",1,11,1
"liu, yy","lu, dy",1,7,1
"lu, dy","wang, gx",1,1,3
"lu, dy","tan, wc",1,1,1
"lu, dy","zhang, cq",1,1,1
"lou, jz","lu, dy",1,2,1
"lu, dy","tan, yh",1,1,1
"deng, lh","lu, dy",1,1,1
"long, m","lu, dy",1,1,1
"lu, dy","qi, yx",1,1,4
"chen, wy","lu, dy",1,3,1
"lu, dy","xu, f",1,1,5
"fan, yb","lu, dy",1,1,1
"lu, dy","song, f",1,1,1
"du, y","feng, f",1,4,1
"du, y","liu, yl",1,4,4
"du, y","li, y",1,4,41
"du, y","luo, my",1,4,1
"du, rt","du, y",1,1,4
"du, y","zhang, cy",1,4,7
"du, y","hu, gs",1,4,1
"du, y","ma, yf",1,4,1
"du, y","wang, st",1,4,1
"du, y","yang, r",1,4,3
"du, y","pu, f",1,4,2
"du, y","xiang, bj",1,4,2
"du, y","zhang, m",2,4,9
"du, y","shi, xh",1,4,1
"du, y","wang, lz",1,4,4
"du, y","li, b",1,4,7
"du, y","kracun, d",1,4,1
"chen, q","du, y",1,11,4
"du, y","elsheikh, a",1,4,2
"du, y","liu, zj",1,4,3
"du, y","liu, by",1,4,3
"du, y","zhao, cr",1,4,1
"du, y","lu, yg",1,4,1
"du, y","zeng, z",1,4,1
"du, y","li, zy",1,4,11
"du, y","liu, yy",1,4,7
"du, y","wang, gx",1,4,3
"du, y","tan, wc",1,4,1
"du, y","zhang, cq",1,4,1
"du, y","lou, jz",1,4,2
"du, y","tan, yh",1,4,1
"deng, lh","du, y",1,1,4
"du, y","long, m",1,4,1
"du, y","qi, yx",1,4,4
"chen, wy","du, y",1,3,4
"du, y","xu, f",1,4,5
"du, y","fan, yb",1,4,1
"du, y","song, f",1,4,1
"feng, f","liu, yl",1,1,4
"feng, f","li, y",1,1,41
"feng, f","luo, my",1,1,1
"du, rt","feng, f",1,1,1
"feng, f","zhang, cy",1,1,7
"feng, f","hu, gs",1,1,1
"feng, f","ma, yf",1,1,1
"feng, f","wang, st",1,1,1
"feng, f","yang, r",1,1,3
"feng, f","pu, f",1,1,2
"feng, f","xiang, bj",1,1,2
"feng, f","zhang, m",2,1,9
"feng, f","shi, xh",1,1,1
"feng, f","wang, lz",1,1,4
"feng, f","li, b",1,1,7
"feng, f","kracun, d",1,1,1
"chen, q","feng, f",1,11,1
"elsheikh, a","feng, f",1,2,1
"feng, f","liu, zj",1,1,3
"feng, f","liu, by",1,1,3
"feng, f","zhao, cr",1,1,1
"feng, f","lu, yg",1,1,1
"feng, f","zeng, z",1,1,1
"feng, f","li, zy",1,1,11
"feng, f","liu, yy",1,1,7
"feng, f","wang, gx",1,1,3
"feng, f","tan, wc",1,1,1
"feng, f","zhang, cq",1,1,1
"feng, f","lou, jz",1,1,2
"feng, f","tan, yh",1,1,1
"deng, lh","feng, f",1,1,1
"feng, f","long, m",1,1,1
"feng, f","qi, yx",1,1,4
"chen, wy","feng, f",1,3,1
"feng, f","xu, f",1,1,5
"fan, yb","feng, f",1,1,1
"feng, f","song, f",1,1,1
"li, y","liu, yl",1,41,4
"liu, yl","luo, my",1,4,1
"du, rt","liu, yl",1,1,4
"liu, yl","zhang, cy",1,4,7
"hu, gs","liu, yl",1,1,4
"liu, yl","ma, yf",1,4,1
"liu, yl","wang, st",1,4,1
"liu, yl","yang, r",1,4,3
"liu, yl","pu, f",1,4,2
"liu, yl","xiang, bj",1,4,2
"liu, yl","zhang, m",2,4,9
"liu, yl","shi, xh",1,4,1
"liu, yl","wang, lz",1,4,4
"li, b","liu, yl",1,7,4
"kracun, d","liu, yl",1,1,4
"chen, q","liu, yl",1,11,4
"elsheikh, a","liu, yl",1,2,4
"liu, yl","liu, zj",1,4,3
"liu, by","liu, yl",1,3,4
"liu, yl","zhao, cr",1,4,1
"liu, yl","lu, yg",1,4,1
"liu, yl","zeng, z",1,4,1
"li, zy","liu, yl",1,11,4
"liu, yl","liu, yy",1,4,7
"liu, yl","wang, gx",1,4,3
"liu, yl","tan, wc",1,4,1
"liu, yl","zhang, cq",1,4,1
"liu, yl","lou, jz",1,4,2
"liu, yl","tan, yh",1,4,1
"deng, lh","liu, yl",1,1,4
"liu, yl","long, m",1,4,1
"liu, yl","qi, yx",1,4,4
"chen, wy","liu, yl",1,3,4
"liu, yl","xu, f",1,4,5
"fan, yb","liu, yl",1,1,4
"liu, yl","song, f",1,4,1
"li, y","luo, my",1,41,1
"du, rt","li, y",1,1,41
"li, y","zhang, cy",1,41,7
"hu, gs","li, y",1,1,41
"li, y","ma, yf",1,41,1
"li, y","wang, st",1,41,1
"li, y","yang, r",1,41,3
"li, y","pu, f",1,41,2
"li, y","xiang, bj",1,41,2
"li, y","zhang, m",2,41,9
"li, y","shi, xh",1,41,1
"li, y","wang, lz",1,41,4
"li, b","li, y",1,7,41
"kracun, d","li, y",1,1,41
"chen, q","li, y",2,11,41
"elsheikh, a","li, y",1,2,41
"li, y","liu, zj",1,41,3
"li, y","liu, by",1,41,3
"li, y","zhao, cr",1,41,1
"li, y","lu, yg",1,41,1
"li, y","zeng, z",1,41,1
"li, y","li, zy",2,41,11
"li, y","liu, yy",1,41,7
"li, y","wang, gx",1,41,3
"li, y","tan, wc",1,41,1
"li, y","zhang, cq",1,41,1
"li, y","lou, jz",1,41,2
"li, y","tan, yh",1,41,1
"deng, lh","li, y",1,1,41
"li, y","long, m",1,41,1
"li, y","qi, yx",1,41,4
"chen, wy","li, y",1,3,41
"li, y","xu, f",1,41,5
"fan, yb","li, y",1,1,41
"li, y","song, f",1,41,1
"du, rt","luo, my",1,1,1
"luo, my","zhang, cy",1,1,7
"hu, gs","luo, my",1,1,1
"luo, my","ma, yf",1,1,1
"luo, my","wang, st",1,1,1
"luo, my","yang, r",1,1,3
"luo, my","pu, f",1,1,2
"luo, my","xiang, bj",1,1,2
"luo, my","zhang, m",2,1,9
"luo, my","shi, xh",1,1,1
"luo, my","wang, lz",1,1,4
"li, b","luo, my",1,7,1
"kracun, d","luo, my",1,1,1
"chen, q","luo, my",1,11,1
"elsheikh, a","luo, my",1,2,1
"liu, zj","luo, my",1,3,1
"liu, by","luo, my",1,3,1
"luo, my","zhao, cr",1,1,1
"lu, yg","luo, my",1,1,1
"luo, my","zeng, z",1,1,1
"li, zy","luo, my",1,11,1
"liu, yy","luo, my",1,7,1
"luo, my","wang, gx",1,1,3
"luo, my","tan, wc",1,1,1
"luo, my","zhang, cq",1,1,1
"lou, jz","luo, my",1,2,1
"luo, my","tan, yh",1,1,1
"deng, lh","luo, my",1,1,1
"long, m","luo, my",1,1,1
"luo, my","qi, yx",1,1,4
"chen, wy","luo, my",1,3,1
"luo, my","xu, f",1,1,5
"fan, yb","luo, my",1,1,1
"luo, my","song, f",1,1,1
"du, rt","zhang, cy",1,1,7
"du, rt","hu, gs",1,1,1
"du, rt","ma, yf",1,1,1
"du, rt","wang, st",1,1,1
"du, rt","yang, r",1,1,3
"du, rt","pu, f",1,1,2
"du, rt","xiang, bj",1,1,2
"du, rt","zhang, m",2,1,9
"du, rt","shi, xh",1,1,1
"du, rt","wang, lz",1,1,4
"du, rt","li, b",1,1,7
"du, rt","kracun, d",1,1,1
"chen, q","du, rt",1,11,1
"du, rt","elsheikh, a",1,1,2
"du, rt","liu, zj",1,1,3
"du, rt","liu, by",1,1,3
"du, rt","zhao, cr",1,1,1
"du, rt","lu, yg",1,1,1
"du, rt","zeng, z",1,1,1
"du, rt","li, zy",1,1,11
"du, rt","liu, yy",1,1,7
"du, rt","wang, gx",1,1,3
"du, rt","tan, wc",1,1,1
"du, rt","zhang, cq",1,1,1
"du, rt","lou, jz",1,1,2
"du, rt","tan, yh",1,1,1
"deng, lh","du, rt",1,1,1
"du, rt","long, m",1,1,1
"du, rt","qi, yx",1,1,4
"chen, wy","du, rt",1,3,1
"du, rt","xu, f",1,1,5
"du, rt","fan, yb",1,1,1
"du, rt","song, f",1,1,1
"hu, gs","zhang, cy",1,1,7
"ma, yf","zhang, cy",1,1,7
"wang, st","zhang, cy",1,1,7
"yang, r","zhang, cy",1,3,7
"pu, f","zhang, cy",1,2,7
"xiang, bj","zhang, cy",1,2,7
"zhang, cy","zhang, m",2,7,9
"shi, xh","zhang, cy",1,1,7
"wang, lz","zhang, cy",1,4,7
"li, b","zhang, cy",1,7,7
"kracun, d","zhang, cy",1,1,7
"chen, q","zhang, cy",1,11,7
"elsheikh, a","zhang, cy",1,2,7
"liu, zj","zhang, cy",1,3,7
"liu, by","zhang, cy",1,3,7
"zhang, cy","zhao, cr",1,7,1
"lu, yg","zhang, cy",1,1,7
"zeng, z","zhang, cy",1,1,7
"li, zy","zhang, cy",1,11,7
"liu, yy","zhang, cy",2,7,7
"wang, gx","zhang, cy",1,3,7
"tan, wc","zhang, cy",1,1,7
"zhang, cq","zhang, cy",1,1,7
"lou, jz","zhang, cy",1,2,7
"tan, yh","zhang, cy",1,1,7
"deng, lh","zhang, cy",1,1,7
"long, m","zhang, cy",1,1,7
"qi, yx","zhang, cy",1,4,7
"chen, wy","zhang, cy",1,3,7
"xu, f","zhang, cy",1,5,7
"fan, yb","zhang, cy",1,1,7
"song, f","zhang, cy",1,1,7
"hu, gs","ma, yf",1,1,1
"hu, gs","wang, st",1,1,1
"hu, gs","yang, r",1,1,3
"hu, gs","pu, f",1,1,2
"hu, gs","xiang, bj",1,1,2
"hu, gs","zhang, m",2,1,9
"hu, gs","shi, xh",1,1,1
"hu, gs","wang, lz",1,1,4
"hu, gs","li, b",1,1,7
"hu, gs","kracun, d",1,1,1
"chen, q","hu, gs",1,11,1
"elsheikh, a","hu, gs",1,2,1
"hu, gs","liu, zj",1,1,3
"hu, gs","liu, by",1,1,3
"hu, gs","zhao, cr",1,1,1
"hu, gs","lu, yg",1,1,1
"hu, gs","zeng, z",1,1,1
"hu, gs","li, zy",1,1,11
"hu, gs","liu, yy",1,1,7
"hu, gs","wang, gx",1,1,3
"hu, gs","tan, wc",1,1,1
"hu, gs","zhang, cq",1,1,1
"hu, gs","lou, jz",1,1,2
"hu, gs","tan, yh",1,1,1
"deng, lh","hu, gs",1,1,1
"hu, gs","long, m",1,1,1
"hu, gs","qi, yx",1,1,4
"chen, wy","hu, gs",1,3,1
"hu, gs","xu, f",1,1,5
"fan, yb","hu, gs",1,1,1
"hu, gs","song, f",1,1,1
"ma, yf","wang, st",1,1,1
"ma, yf","yang, r",1,1,3
"ma, yf","pu, f",1,1,2
"ma, yf","xiang, bj",1,1,2
"ma, yf","zhang, m",2,1,9
"ma, yf","shi, xh",1,1,1
"ma, yf","wang, lz",1,1,4
"li, b","ma, yf",1,7,1
"kracun, d","ma, yf",1,1,1
"chen, q","ma, yf",1,11,1
"elsheikh, a","ma, yf",1,2,1
"liu, zj","ma, yf",1,3,1
"liu, by","ma, yf",1,3,1
"ma, yf","zhao, cr",1,1,1
"lu, yg","ma, yf",1,1,1
"ma, yf","zeng, z",1,1,1
"li, zy","ma, yf",1,11,1
"liu, yy","ma, yf",1,7,1
"ma, yf","wang, gx",1,1,3
"ma, yf","tan, wc",1,1,1
"ma, yf","zhang, cq",1,1,1
"lou, jz","ma, yf",1,2,1
"ma, yf","tan, yh",1,1,1
"deng, lh","ma, yf",1,1,1
"long, m","ma, yf",1,1,1
"ma, yf","qi, yx",1,1,4
"chen, wy","ma, yf",1,3,1
"ma, yf","xu, f",1,1,5
"fan, yb","ma, yf",1,1,1
"ma, yf","song, f",1,1,1
"wang, st","yang, r",1,1,3
"pu, f","wang, st",1,2,1
"wang, st","xiang, bj",1,1,2
"wang, st","zhang, m",2,1,9
"shi, xh","wang, st",1,1,1
"wang, lz","wang, st",1,4,1
"li, b","wang, st",1,7,1
"kracun, d","wang, st",1,1,1
"chen, q","wang, st",1,11,1
"elsheikh, a","wang, st",1,2,1
"liu, zj","wang, st",1,3,1
"liu, by","wang, st",1,3,1
"wang, st","zhao, cr",1,1,1
"lu, yg","wang, st",1,1,1
"wang, st","zeng, z",1,1,1
"li, zy","wang, st",1,11,1
"liu, yy","wang, st",1,7,1
"wang, gx","wang, st",1,3,1
"tan, wc","wang, st",1,1,1
"wang, st","zhang, cq",1,1,1
"lou, jz","wang, st",1,2,1
"tan, yh","wang, st",1,1,1
"deng, lh","wang, st",1,1,1
"long, m","wang, st",1,1,1
"qi, yx","wang, st",1,4,1
"chen, wy","wang, st",1,3,1
"wang, st","xu, f",1,1,5
"fan, yb","wang, st",1,1,1
"song, f","wang, st",1,1,1
"pu, f","yang, r",1,2,3
"xiang, bj","yang, r",1,2,3
"yang, r","zhang, m",2,3,9
"shi, xh","yang, r",1,1,3
"wang, lz","yang, r",1,4,3
"li, b","yang, r",1,7,3
"kracun, d","yang, r",1,1,3
"chen, q","yang, r",1,11,3
"elsheikh, a","yang, r",1,2,3
"liu, zj","yang, r",1,3,3
"liu, by","yang, r",1,3,3
"yang, r","zhao, cr",1,3,1
"lu, yg","yang, r",1,1,3
"yang, r","zeng, z",1,3,1
"li, zy","yang, r",1,11,3
"liu, yy","yang, r",1,7,3
"wang, gx","yang, r",1,3,3
"tan, wc","yang, r",1,1,3
"yang, r","zhang, cq",1,3,1
"lou, jz","yang, r",1,2,3
"tan, yh","yang, r",1,1,3
"deng, lh","yang, r",1,1,3
"long, m","yang, r",1,1,3
"qi, yx","yang, r",1,4,3
"chen, wy","yang, r",1,3,3
"xu, f","yang, r",1,5,3
"fan, yb","yang, r",1,1,3
"song, f","yang, r",1,1,3
"pu, f","xiang, bj",2,2,2
"pu, f","zhang, m",2,2,9
"pu, f","shi, xh",1,2,1
"pu, f","wang, lz",1,2,4
"li, b","pu, f",1,7,2
"kracun, d","pu, f",1,1,2
"chen, q","pu, f",1,11,2
"elsheikh, a","pu, f",1,2,2
"liu, zj","pu, f",1,3,2
"liu, by","pu, f",1,3,2
"pu, f","zhao, cr",1,2,1
"lu, yg","pu, f",1,1,2
"pu, f","zeng, z",1,2,1
"li, zy","pu, f",1,11,2
"liu, yy","pu, f",1,7,2
